acao,pessoa1,pessoa2,parcela,objeto,tipo_preco,rodada,jogo
venda/aluguel,EmpMaq|PrefeitoAT,AgAT1,2,Maquinas 3,baixo,1,9
venda/aluguel,EmpSem|FiscalAT,AgAT1,3,Soja,normal,1,9
venda/aluguel,EmpFert|VereadorCD,AgAT1,3,Super premium,baixo,1,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT1,3,Maquinas 3,baixo,1,9
venda/aluguel,EmpSem|FiscalAT,AgAT1,4,Soja,normal,1,9
venda/aluguel,EmpFert|VereadorCD,AgAT1,4,Super premium,baixo,1,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT1,4,Maquinas 3,baixo,1,9
venda/aluguel,EmpSem|FiscalAT,AgAT1,5,Soja,normal,1,9
venda/aluguel,EmpFert|VereadorCD,AgAT1,5,Super premium,baixo,1,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT1,5,Maquinas 3,baixo,1,9
venda/aluguel,EmpSem|FiscalAT,AgAT1,6,Soja,normal,1,9
venda/aluguel,EmpFert|VereadorCD,AgAT1,6,Super premium,alto,1,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT1,6,Maquinas 3,baixo,1,9
venda/aluguel,EmpSem|FiscalAT,AgCD2|FiscalCD,1,Soja,normal,1,9
venda/aluguel,EmpFert|VereadorCD,AgCD2|FiscalCD,1,Super premium,baixo,1,9
venda/aluguel,EmpAgro,AgCD2|FiscalCD,1,Super premium,baixo,1,9
venda/aluguel,EmpMaq|PrefeitoAT,AgCD2|FiscalCD,1,Pulverizador,baixo,1,9
venda/aluguel,EmpSem|FiscalAT,AgCD2|FiscalCD,2,Soja,normal,1,9
venda/aluguel,EmpFert|VereadorCD,AgCD2|FiscalCD,2,Super premium,baixo,1,9
venda/aluguel,EmpAgro,AgCD2|FiscalCD,2,Super premium,baixo,1,9
venda/aluguel,EmpSem|FiscalAT,AgCD2|FiscalCD,3,Soja,normal,1,9
venda/aluguel,EmpFert|VereadorCD,AgCD2|FiscalCD,3,Super premium,baixo,1,9
venda/aluguel,EmpAgro,AgCD2|FiscalCD,3,Super premium,baixo,1,9
venda/aluguel,EmpSem|FiscalAT,AgAT2,1,Hortalica,normal,1,9
venda/aluguel,EmpFert|VereadorCD,AgAT2,1,Comum,alto,1,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT2,1,Maquinas 3,normal,1,9
venda/aluguel,EmpSem|FiscalAT,AgAT2,2,Hortalica,normal,1,9
venda/aluguel,EmpFert|VereadorCD,AgAT2,2,Comum,alto,1,9
venda/aluguel,EmpSem|FiscalAT,AgAT2,3,Hortalica,normal,1,9
venda/aluguel,EmpFert|VereadorCD,AgAT2,3,Comum,alto,1,9
venda/aluguel,EmpSem|FiscalAT,AgAT2,4,Hortalica,normal,1,9
venda/aluguel,EmpFert|VereadorCD,AgAT2,4,Comum,alto,1,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT2,4,Maquinas 3,normal,1,9
venda/aluguel,EmpSem|FiscalAT,AgAT2,5,Hortalica,normal,1,9
venda/aluguel,EmpFert|VereadorCD,AgAT2,5,Comum,alto,1,9
venda/aluguel,EmpSem|FiscalAT,AgAT2,6,Hortalica,normal,1,9
venda/aluguel,EmpFert|VereadorCD,AgAT2,6,Comum,alto,1,9
venda/aluguel,EmpSem|FiscalAT,AgAT3|VereadorAT,1,Arroz,normal,1,9
venda/aluguel,EmpFert|VereadorCD,AgAT3|VereadorAT,1,Comum,baixo,1,9
venda/aluguel,EmpAgro,AgAT3|VereadorAT,1,Super premium,alto,1,9
venda/aluguel,EmpSem|FiscalAT,AgAT3|VereadorAT,2,Arroz,normal,1,9
venda/aluguel,EmpFert|VereadorCD,AgAT3|VereadorAT,2,Comum,baixo,1,9
venda/aluguel,EmpAgro,AgAT3|VereadorAT,2,Super premium,alto,1,9
venda/aluguel,EmpSem|FiscalAT,AgAT3|VereadorAT,3,Arroz,normal,1,9
venda/aluguel,EmpFert|VereadorCD,AgAT3|VereadorAT,3,Comum,baixo,1,9
venda/aluguel,EmpAgro,AgAT3|VereadorAT,3,Super premium,alto,1,9
venda/aluguel,EmpSem|FiscalAT,AgAT3|VereadorAT,4,Arroz,normal,1,9
venda/aluguel,EmpFert|VereadorCD,AgAT3|VereadorAT,4,Comum,baixo,1,9
venda/aluguel,EmpSem|FiscalAT,AgAT3|VereadorAT,5,Arroz,normal,1,9
venda/aluguel,EmpFert|VereadorCD,AgAT3|VereadorAT,5,Comum,baixo,1,9
venda/aluguel,EmpSem|FiscalAT,AgAT3|VereadorAT,6,Arroz,normal,1,9
venda/aluguel,EmpFert|VereadorCD,AgAT3|VereadorAT,6,Comum,baixo,1,9
venda/aluguel,EmpSem|FiscalAT,AgAT1,1,Soja,alto,2,9
venda/aluguel,EmpFert|VereadorCD,AgAT1,1,Super premium,baixo,2,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT1,1,Maquinas 3,baixo,2,9
venda/aluguel,EmpSem|FiscalAT,AgAT1,2,Soja,alto,2,9
venda/aluguel,EmpFert|VereadorCD,AgAT1,2,Super premium,baixo,2,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT1,2,Maquinas 3,baixo,2,9
venda/aluguel,EmpSem|FiscalAT,AgAT1,3,Soja,alto,2,9
venda/aluguel,EmpFert|VereadorCD,AgAT1,3,Super premium,baixo,2,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT1,3,Maquinas 3,baixo,2,9
venda/aluguel,EmpSem|FiscalAT,AgAT1,4,Soja,alto,2,9
venda/aluguel,EmpFert|VereadorCD,AgAT1,4,Super premium,baixo,2,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT1,4,Maquinas 3,baixo,2,9
venda/aluguel,EmpSem|FiscalAT,AgAT1,5,Soja,alto,2,9
venda/aluguel,EmpFert|VereadorCD,AgAT1,5,Super premium,baixo,2,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT1,5,Maquinas 3,baixo,2,9
venda/aluguel,EmpSem|FiscalAT,AgAT1,6,Soja,alto,2,9
venda/aluguel,EmpFert|VereadorCD,AgAT1,6,Super premium,baixo,2,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT1,6,Maquinas 3,baixo,2,9
venda/aluguel,EmpSem|FiscalAT,AgCD3,1,Soja,alto,2,9
venda/aluguel,EmpFert|VereadorCD,AgCD3,1,Super premium,baixo,2,9
venda/aluguel,EmpSem|FiscalAT,AgCD3,2,Soja,alto,2,9
venda/aluguel,EmpFert|VereadorCD,AgCD3,2,Super premium,baixo,2,9
venda/aluguel,EmpSem|FiscalAT,AgCD3,3,Soja,alto,2,9
venda/aluguel,EmpFert|VereadorCD,AgCD3,3,Super premium,baixo,2,9
venda/aluguel,EmpSem|FiscalAT,AgCD3,4,Soja,alto,2,9
venda/aluguel,EmpFert|VereadorCD,AgCD3,4,Super premium,baixo,2,9
venda/aluguel,EmpSem|FiscalAT,AgCD3,5,Soja,alto,2,9
venda/aluguel,EmpFert|VereadorCD,AgCD3,5,Super premium,baixo,2,9
venda/aluguel,EmpSem|FiscalAT,AgCD3,6,Soja,alto,2,9
venda/aluguel,EmpFert|VereadorCD,AgCD3,6,Super premium,baixo,2,9
venda/aluguel,EmpSem|FiscalAT,AgCD2|FiscalCD,1,Soja,alto,2,9
venda/aluguel,EmpFert|VereadorCD,AgCD2|FiscalCD,1,Super premium,baixo,2,9
venda/aluguel,EmpMaq|PrefeitoAT,AgCD2|FiscalCD,1,Maquinas 3,baixo,2,9
venda/aluguel,EmpMaq|PrefeitoAT,AgCD2|FiscalCD,1,Pulverizador,baixo,2,9
venda/aluguel,EmpSem|FiscalAT,AgCD2|FiscalCD,2,Soja,alto,2,9
venda/aluguel,EmpFert|VereadorCD,AgCD2|FiscalCD,2,Super premium,baixo,2,9
venda/aluguel,EmpMaq|PrefeitoAT,AgCD2|FiscalCD,2,Maquinas 3,baixo,2,9
venda/aluguel,EmpMaq|PrefeitoAT,AgCD2|FiscalCD,2,Pulverizador,baixo,2,9
venda/aluguel,EmpSem|FiscalAT,AgCD2|FiscalCD,3,Soja,alto,2,9
venda/aluguel,EmpFert|VereadorCD,AgCD2|FiscalCD,3,Super premium,baixo,2,9
venda/aluguel,EmpMaq|PrefeitoAT,AgCD2|FiscalCD,3,Maquinas 3,baixo,2,9
venda/aluguel,EmpMaq|PrefeitoAT,AgCD2|FiscalCD,3,Pulverizador,baixo,2,9
venda/aluguel,EmpSem|FiscalAT,AgCD2|FiscalCD,4,Soja,alto,2,9
venda/aluguel,EmpFert|VereadorCD,AgCD2|FiscalCD,4,Super premium,baixo,2,9
venda/aluguel,EmpMaq|PrefeitoAT,AgCD2|FiscalCD,4,Maquinas 3,baixo,2,9
venda/aluguel,EmpSem|FiscalAT,AgCD2|FiscalCD,5,Soja,alto,2,9
venda/aluguel,EmpFert|VereadorCD,AgCD2|FiscalCD,5,Super premium,baixo,2,9
venda/aluguel,EmpMaq|PrefeitoAT,AgCD2|FiscalCD,5,Maquinas 3,baixo,2,9
venda/aluguel,EmpSem|FiscalAT,AgCD2|FiscalCD,6,Soja,alto,2,9
venda/aluguel,EmpFert|VereadorCD,AgCD2|FiscalCD,6,Super premium,baixo,2,9
venda/aluguel,EmpMaq|PrefeitoAT,AgCD2|FiscalCD,6,Maquinas 3,baixo,2,9
venda/aluguel,EmpSem|FiscalAT,AgAT3|VereadorAT,1,Soja,alto,2,9
venda/aluguel,EmpFert|VereadorCD,AgAT3|VereadorAT,1,Super premium,baixo,2,9
venda/aluguel,EmpAgro,AgAT3|VereadorAT,1,Super premium,normal,2,9
venda/aluguel,EmpSem|FiscalAT,AgAT3|VereadorAT,2,Soja,alto,2,9
venda/aluguel,EmpFert|VereadorCD,AgAT3|VereadorAT,2,Super premium,baixo,2,9
venda/aluguel,EmpAgro,AgAT3|VereadorAT,2,Super premium,normal,2,9
venda/aluguel,EmpSem|FiscalAT,AgAT3|VereadorAT,3,Soja,alto,2,9
venda/aluguel,EmpFert|VereadorCD,AgAT3|VereadorAT,3,Super premium,baixo,2,9
venda/aluguel,EmpAgro,AgAT3|VereadorAT,3,Super premium,normal,2,9
venda/aluguel,EmpSem|FiscalAT,AgAT3|VereadorAT,4,Soja,alto,2,9
venda/aluguel,EmpFert|VereadorCD,AgAT3|VereadorAT,4,Super premium,baixo,2,9
venda/aluguel,EmpSem|FiscalAT,AgAT3|VereadorAT,5,Soja,alto,2,9
venda/aluguel,EmpFert|VereadorCD,AgAT3|VereadorAT,5,Super premium,baixo,2,9
venda/aluguel,EmpSem|FiscalAT,AgAT3|VereadorAT,6,Soja,alto,2,9
venda/aluguel,EmpFert|VereadorCD,AgAT3|VereadorAT,6,Super premium,baixo,2,9
venda/aluguel,EmpSem|FiscalAT,AgAT2,1,Soja,alto,2,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT2,1,Maquinas 3,normal,2,9
venda/aluguel,EmpSem|FiscalAT,AgAT2,2,Soja,alto,2,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT2,2,Maquinas 3,normal,2,9
venda/aluguel,EmpSem|FiscalAT,AgCD3,1,Soja,normal,3,9
venda/aluguel,EmpFert|PrefeitoCD,AgCD3,1,Super premium,baixo,3,9
venda/aluguel,EmpAgro|FiscalCD,AgCD3,1,Super premium,baixo,3,9
venda/aluguel,EmpSem|FiscalAT,AgCD3,2,Soja,normal,3,9
venda/aluguel,EmpFert|PrefeitoCD,AgCD3,2,Super premium,baixo,3,9
venda/aluguel,EmpAgro|FiscalCD,AgCD3,2,Super premium,baixo,3,9
venda/aluguel,EmpSem|FiscalAT,AgCD3,3,Soja,normal,3,9
venda/aluguel,EmpFert|PrefeitoCD,AgCD3,3,Super premium,baixo,3,9
venda/aluguel,EmpAgro|FiscalCD,AgCD3,3,Super premium,baixo,3,9
venda/aluguel,EmpSem|FiscalAT,AgCD3,4,Soja,normal,3,9
venda/aluguel,EmpFert|PrefeitoCD,AgCD3,4,Super premium,baixo,3,9
venda/aluguel,EmpAgro|FiscalCD,AgCD3,4,Super premium,baixo,3,9
venda/aluguel,EmpSem|FiscalAT,AgCD3,5,Soja,normal,3,9
venda/aluguel,EmpFert|PrefeitoCD,AgCD3,5,Super premium,baixo,3,9
venda/aluguel,EmpAgro|FiscalCD,AgCD3,5,Super premium,baixo,3,9
venda/aluguel,EmpSem|FiscalAT,AgCD3,6,Soja,normal,3,9
venda/aluguel,EmpFert|PrefeitoCD,AgCD3,6,Super premium,baixo,3,9
venda/aluguel,EmpAgro|FiscalCD,AgCD3,6,Super premium,baixo,3,9
venda/aluguel,EmpSem|FiscalAT,AgAT3,1,Arroz,normal,3,9
venda/aluguel,EmpFert|PrefeitoCD,AgAT3,1,Super premium,baixo,3,9
venda/aluguel,EmpAgro|FiscalCD,AgAT3,1,Super premium,baixo,3,9
venda/aluguel,EmpSem|FiscalAT,AgAT3,2,Arroz,normal,3,9
venda/aluguel,EmpSem|FiscalAT,AgAT3,3,Arroz,normal,3,9
venda/aluguel,EmpFert|PrefeitoCD,AgAT3,3,Super premium,baixo,3,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT3,3,Maquinas 3,baixo,3,9
venda/aluguel,EmpSem|FiscalAT,AgAT3,4,Arroz,normal,3,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT3,4,Maquinas 3,baixo,3,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT3,2,Maquinas 3,baixo,3,9
venda/aluguel,EmpSem|FiscalAT,AgAT3,5,Arroz,normal,3,9
venda/aluguel,EmpFert|PrefeitoCD,AgAT3,5,Super premium,baixo,3,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT3,5,Maquinas 3,baixo,3,9
venda/aluguel,EmpSem|FiscalAT,AgAT3,6,Arroz,normal,3,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT3,6,Maquinas 3,baixo,3,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT2|VereadorAT,1,Maquinas 3,normal,3,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT2|VereadorAT,2,Maquinas 3,normal,3,9
venda/aluguel,EmpSem|FiscalAT,AgAT1,1,Soja,normal,3,9
venda/aluguel,EmpFert|PrefeitoCD,AgAT1,1,Super premium,baixo,3,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT1,1,Maquinas 3,baixo,3,9
venda/aluguel,EmpSem|FiscalAT,AgAT1,2,Soja,normal,3,9
venda/aluguel,EmpFert|PrefeitoCD,AgAT1,2,Super premium,baixo,3,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT1,2,Maquinas 3,baixo,3,9
venda/aluguel,EmpSem|FiscalAT,AgAT1,3,Soja,baixo,3,9
venda/aluguel,EmpFert|PrefeitoCD,AgAT1,3,Super premium,baixo,3,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT1,3,Maquinas 3,baixo,3,9
venda/aluguel,EmpSem|FiscalAT,AgAT1,4,Soja,normal,3,9
venda/aluguel,EmpFert|PrefeitoCD,AgAT1,4,Super premium,baixo,3,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT1,4,Maquinas 3,baixo,3,9
venda/aluguel,EmpSem|FiscalAT,AgAT1,5,Soja,normal,3,9
venda/aluguel,EmpFert|PrefeitoCD,AgAT1,5,Super premium,baixo,3,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT1,5,Maquinas 3,baixo,3,9
venda/aluguel,EmpSem|FiscalAT,AgAT1,6,Soja,normal,3,9
venda/aluguel,EmpFert|PrefeitoCD,AgAT1,6,Super premium,baixo,3,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT1,6,Maquinas 3,baixo,3,9
venda/aluguel,EmpSem|FiscalAT,AgCD2|FiscalCD,1,Arroz,normal,4,9
venda/aluguel,EmpFert|PrefeitoCD,AgCD2|FiscalCD,1,Super premium,baixo,4,9
venda/aluguel,EmpMaq|PrefeitoAT,AgCD2|FiscalCD,1,Maquinas 3,baixo,4,9
venda/aluguel,EmpSem|FiscalAT,AgCD2|FiscalCD,2,Arroz,normal,4,9
venda/aluguel,EmpFert|PrefeitoCD,AgCD2|FiscalCD,2,Super premium,baixo,4,9
venda/aluguel,EmpMaq|PrefeitoAT,AgCD2|FiscalCD,2,Maquinas 3,baixo,4,9
venda/aluguel,EmpSem|FiscalAT,AgCD2|FiscalCD,3,Arroz,normal,4,9
venda/aluguel,EmpFert|PrefeitoCD,AgCD2|FiscalCD,3,Super premium,baixo,4,9
venda/aluguel,EmpMaq|PrefeitoAT,AgCD2|FiscalCD,3,Maquinas 3,baixo,4,9
venda/aluguel,EmpSem|FiscalAT,AgCD2|FiscalCD,4,Arroz,normal,4,9
venda/aluguel,EmpFert|PrefeitoCD,AgCD2|FiscalCD,4,Super premium,baixo,4,9
venda/aluguel,EmpMaq|PrefeitoAT,AgCD2|FiscalCD,4,Maquinas 3,baixo,4,9
venda/aluguel,EmpSem|FiscalAT,AgCD2|FiscalCD,5,Arroz,normal,4,9
venda/aluguel,EmpFert|PrefeitoCD,AgCD2|FiscalCD,5,Super premium,baixo,4,9
venda/aluguel,EmpMaq|PrefeitoAT,AgCD2|FiscalCD,5,Maquinas 3,baixo,4,9
venda/aluguel,EmpSem|FiscalAT,AgCD2|FiscalCD,6,Arroz,normal,4,9
venda/aluguel,EmpFert|PrefeitoCD,AgCD2|FiscalCD,6,Super premium,baixo,4,9
venda/aluguel,EmpMaq|PrefeitoAT,AgCD2|FiscalCD,6,Maquinas 3,baixo,4,9
venda/aluguel,EmpSem|FiscalAT,AgCD1|VereadorCD,1,Hortalica,normal,4,9
venda/aluguel,EmpFert|PrefeitoCD,AgCD1|VereadorCD,1,Super premium,baixo,4,9
venda/aluguel,EmpAgro|FiscalCD,AgCD1|VereadorCD,1,Super premium,baixo,4,9
venda/aluguel,EmpSem|FiscalAT,AgCD1|VereadorCD,2,Hortalica,normal,4,9
venda/aluguel,EmpFert|PrefeitoCD,AgCD1|VereadorCD,2,Super premium,baixo,4,9
venda/aluguel,EmpAgro|FiscalCD,AgCD1|VereadorCD,2,Super premium,baixo,4,9
venda/aluguel,EmpSem|FiscalAT,AgCD1|VereadorCD,3,Hortalica,normal,4,9
venda/aluguel,EmpFert|PrefeitoCD,AgCD1|VereadorCD,3,Super premium,baixo,4,9
venda/aluguel,EmpAgro|FiscalCD,AgCD1|VereadorCD,3,Super premium,normal,4,9
venda/aluguel,EmpSem|FiscalAT,AgCD1|VereadorCD,4,Hortalica,normal,4,9
venda/aluguel,EmpFert|PrefeitoCD,AgCD1|VereadorCD,4,Super premium,baixo,4,9
venda/aluguel,EmpAgro|FiscalCD,AgCD1|VereadorCD,4,Super premium,normal,4,9
venda/aluguel,EmpSem|FiscalAT,AgAT2|VereadorAT,1,Soja,baixo,4,9
venda/aluguel,EmpFert|PrefeitoCD,AgAT2|VereadorAT,1,Super premium,baixo,4,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT2|VereadorAT,1,Maquinas 3,baixo,4,9
venda/aluguel,EmpSem|FiscalAT,AgAT2|VereadorAT,2,Soja,baixo,4,9
venda/aluguel,EmpFert|PrefeitoCD,AgAT2|VereadorAT,2,Super premium,baixo,4,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT2|VereadorAT,2,Maquinas 3,baixo,4,9
venda/aluguel,EmpSem|FiscalAT,AgAT2|VereadorAT,3,Soja,baixo,4,9
venda/aluguel,EmpFert|PrefeitoCD,AgAT2|VereadorAT,3,Super premium,baixo,4,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT2|VereadorAT,3,Maquinas 3,baixo,4,9
venda/aluguel,EmpSem|FiscalAT,AgAT2|VereadorAT,4,Soja,baixo,4,9
venda/aluguel,EmpFert|PrefeitoCD,AgAT2|VereadorAT,4,Super premium,baixo,4,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT2|VereadorAT,4,Maquinas 3,baixo,4,9
venda/aluguel,EmpSem|FiscalAT,AgAT2|VereadorAT,5,Soja,baixo,4,9
venda/aluguel,EmpFert|PrefeitoCD,AgAT2|VereadorAT,5,Super premium,baixo,4,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT2|VereadorAT,5,Maquinas 3,baixo,4,9
venda/aluguel,EmpSem|FiscalAT,AgAT2|VereadorAT,6,Soja,baixo,4,9
venda/aluguel,EmpFert|PrefeitoCD,AgAT2|VereadorAT,6,Super premium,baixo,4,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT2|VereadorAT,6,Maquinas 3,baixo,4,9
venda/aluguel,EmpSem|FiscalAT,AgAT1,1,Soja,baixo,4,9
venda/aluguel,EmpFert|PrefeitoCD,AgAT1,1,Super premium,baixo,4,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT1,1,Maquinas 3,baixo,4,9
venda/aluguel,EmpSem|FiscalAT,AgAT1,2,Soja,baixo,4,9
venda/aluguel,EmpFert|PrefeitoCD,AgAT1,2,Super premium,baixo,4,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT1,2,Maquinas 3,baixo,4,9
venda/aluguel,EmpSem|FiscalAT,AgAT1,3,Soja,baixo,4,9
venda/aluguel,EmpFert|PrefeitoCD,AgAT1,3,Super premium,baixo,4,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT1,3,Maquinas 3,baixo,4,9
venda/aluguel,EmpSem|FiscalAT,AgAT1,4,Soja,baixo,4,9
venda/aluguel,EmpFert|PrefeitoCD,AgAT1,4,Super premium,baixo,4,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT1,4,Maquinas 3,baixo,4,9
venda/aluguel,EmpSem|FiscalAT,AgAT1,5,Soja,baixo,4,9
venda/aluguel,EmpFert|PrefeitoCD,AgAT1,5,Super premium,baixo,4,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT1,5,Maquinas 3,baixo,4,9
venda/aluguel,EmpSem|FiscalAT,AgAT1,6,Soja,baixo,4,9
venda/aluguel,EmpFert|PrefeitoCD,AgAT1,6,Super premium,baixo,4,9
venda/aluguel,EmpMaq|PrefeitoAT,AgAT1,6,Maquinas 3,baixo,4,9
venda/aluguel,EmpSem|FiscalAT,AgAT3,1,Soja,baixo,4,9
venda/aluguel,EmpFert|PrefeitoCD,AgAT3,1,Super premium,baixo,4,9
venda/aluguel,EmpAgro|FiscalCD,AgAT3,1,Super premium,baixo,4,9
venda/aluguel,EmpSem|FiscalAT,AgAT3,2,Soja,baixo,4,9
venda/aluguel,EmpFert|PrefeitoCD,AgAT3,2,Super premium,baixo,4,9
venda/aluguel,EmpAgro|FiscalCD,AgAT3,2,Super premium,baixo,4,9
venda/aluguel,EmpSem|FiscalAT,AgAT3,3,Soja,baixo,4,9
venda/aluguel,EmpFert|PrefeitoCD,AgAT3,3,Super premium,baixo,4,9
venda/aluguel,EmpAgro|FiscalCD,AgAT3,3,Super premium,baixo,4,9
venda/aluguel,EmpSem|FiscalAT,AgAT3,4,Soja,baixo,4,9
venda/aluguel,EmpFert|PrefeitoCD,AgAT3,4,Super premium,baixo,4,9
venda/aluguel,EmpAgro|FiscalCD,AgAT3,4,Super premium,baixo,4,9
venda/aluguel,EmpSem|FiscalAT,AgAT3,5,Soja,baixo,4,9
venda/aluguel,EmpFert|PrefeitoCD,AgAT3,5,Super premium,baixo,4,9
venda/aluguel,EmpAgro|FiscalCD,AgAT3,5,Super premium,baixo,4,9
venda/aluguel,EmpSem|FiscalAT,AgAT3,6,Soja,baixo,4,9
venda/aluguel,EmpFert|PrefeitoCD,AgAT3,6,Super premium,baixo,4,9
venda/aluguel,EmpAgro|FiscalCD,AgAT3,6,Super premium,baixo,4,9
venda/aluguel,EmpSem|FiscalAT,AgCD3,1,Soja,baixo,4,9
venda/aluguel,EmpFert|PrefeitoCD,AgCD3,1,Super premium,baixo,4,9
venda/aluguel,EmpAgro|FiscalCD,AgCD3,1,Super premium,baixo,4,9
venda/aluguel,EmpSem|FiscalAT,AgCD3,2,Soja,baixo,4,9
venda/aluguel,EmpFert|PrefeitoCD,AgCD3,2,Super premium,baixo,4,9
venda/aluguel,EmpAgro|FiscalCD,AgCD3,2,Super premium,baixo,4,9
venda/aluguel,EmpSem|FiscalAT,AgCD3,3,Soja,baixo,4,9
venda/aluguel,EmpFert|PrefeitoCD,AgCD3,3,Super premium,baixo,4,9
venda/aluguel,EmpAgro|FiscalCD,AgCD3,3,Super premium,baixo,4,9
venda/aluguel,EmpSem|FiscalAT,AgCD3,4,Soja,baixo,4,9
venda/aluguel,EmpFert|PrefeitoCD,AgCD3,4,Super premium,baixo,4,9
venda/aluguel,EmpAgro|FiscalCD,AgCD3,4,Super premium,baixo,4,9
venda/aluguel,EmpSem|FiscalAT,AgCD3,5,Soja,baixo,4,9
venda/aluguel,EmpFert|PrefeitoCD,AgCD3,5,Super premium,baixo,4,9
venda/aluguel,EmpAgro|FiscalCD,AgCD3,5,Super premium,baixo,4,9
venda/aluguel,EmpSem|FiscalAT,AgCD3,6,Soja,baixo,4,9
venda/aluguel,EmpFert|PrefeitoCD,AgCD3,6,Super premium,baixo,4,9
venda/aluguel,EmpAgro|FiscalCD,AgCD3,6,Super premium,baixo,4,9
