acao,pessoa1,pessoa2,selo,rodada,jogo
selo,AgAT1|FiscalAT,AgAT1|FiscalAT,1,3,7
selo,AgAT1|FiscalAT,AgAT1|FiscalAT,2,3,7
selo,AgAT1|FiscalAT,AgAT1|FiscalAT,3,3,7
selo,AgAT1|FiscalAT,AgAT1|FiscalAT,4,3,7
selo,AgAT1|FiscalAT,AgAT1|FiscalAT,5,3,7
selo,AgAT1|FiscalAT,AgAT1|FiscalAT,6,3,7
selo,AgAT1|FiscalAT,AgAT3,1,3,7
selo,AgAT1|FiscalAT,AgAT3,2,3,7
selo,AgAT1|FiscalAT,AgAT3,3,3,7
selo,AgAT1|FiscalAT,AgAT3,4,3,7
selo,AgAT1|FiscalAT,AgAT3,5,3,7
selo,AgAT1|FiscalAT,AgAT3,6,3,7
selo,AgCD1|FiscalCD,AgCD3,1,4,7
selo,AgCD1|FiscalCD,AgCD3,2,4,7
selo,AgCD1|FiscalCD,AgCD3,3,4,7
selo,AgCD1|FiscalCD,AgCD3,4,4,7
selo,AgCD1|FiscalCD,AgCD3,5,4,7
selo,AgCD1|FiscalCD,AgCD3,6,4,7
selo,AgCD1|FiscalCD,AgCD2|PrefeitoCD,1,4,7
selo,AgCD1|FiscalCD,AgCD2|PrefeitoCD,2,4,7
selo,AgCD1|FiscalCD,AgCD2|PrefeitoCD,3,4,7
selo,AgCD1|FiscalCD,AgCD2|PrefeitoCD,4,4,7
selo,AgCD1|FiscalCD,AgCD2|PrefeitoCD,5,4,7
selo,AgCD1|FiscalCD,AgCD2|PrefeitoCD,6,4,7
selo,AgAT1|FiscalAT,AgAT1|FiscalAT,1,5,7
selo,AgAT1|FiscalAT,AgAT1|FiscalAT,2,5,7
selo,AgAT1|FiscalAT,AgAT1|FiscalAT,3,5,7
selo,AgAT1|FiscalAT,AgAT1|FiscalAT,4,5,7
selo,AgAT1|FiscalAT,AgAT1|FiscalAT,5,5,7
selo,AgAT1|FiscalAT,AgAT1|FiscalAT,6,5,7
selo,AgCD1|FiscalCD,AgCD2|VereadorCD,1,1,8
selo,AgCD1|FiscalCD,AgCD2|VereadorCD,2,1,8
selo,AgCD1|FiscalCD,AgCD2|VereadorCD,3,1,8
selo,AgCD1|FiscalCD,AgCD2|VereadorCD,4,1,8
selo,AgCD1|FiscalCD,AgCD2|VereadorCD,5,1,8
selo,AgCD1|FiscalCD,AgCD2|VereadorCD,6,1,8
selo,AgAT2|FiscalAT,AgAT2|FiscalAT,4,1,8
selo,AgAT2|FiscalAT,AgAT2|FiscalAT,6,2,8
selo,AgAT2|FiscalAT,AgAT2|FiscalAT,4,3,8
selo,AgAT2|FiscalAT,AgAT2|FiscalAT,6,3,8
selo,AgCD1|FiscalCD,AgCD1|FiscalCD,4,3,8
selo,AgCD1|FiscalCD,AgCD1|FiscalCD,5,3,8
selo,AgCD1|FiscalCD,AgCD1|FiscalCD,6,3,8
selo,AgAT2|FiscalAT,AgAT2|FiscalAT,5,4,8
selo,AgAT2|FiscalAT,AgAT2|FiscalAT,6,4,8
selo,AgAT2|FiscalAT,AgAT2|FiscalAT,4,5,8
selo,AgAT2|FiscalAT,AgAT2|FiscalAT,6,5,8
selo,AgCD2|FiscalCD,AgCD3,1,1,9
selo,AgCD2|FiscalCD,AgCD3,2,1,9
selo,AgCD2|FiscalCD,AgCD3,3,1,9
selo,AgCD2|FiscalCD,AgCD3,4,1,9
selo,AgCD2|FiscalCD,AgCD3,5,1,9
selo,AgCD2|FiscalCD,AgCD3,6,1,9
selo,AgCD2|FiscalCD,AgCD1|PrefeitoCD,1,1,9
selo,AgCD2|FiscalCD,AgCD1|PrefeitoCD,2,1,9
selo,AgCD2|FiscalCD,AgCD1|PrefeitoCD,3,1,9
selo,AgCD2|FiscalCD,AgCD1|PrefeitoCD,4,1,9
selo,AgCD2|FiscalCD,AgCD1|PrefeitoCD,5,1,9
selo,AgCD2|FiscalCD,AgCD1|PrefeitoCD,6,1,9
selo,EmpSem|FiscalAT,AgAT1,1,1,9
selo,EmpSem|FiscalAT,AgAT1,2,1,9
selo,EmpSem|FiscalAT,AgAT1,3,1,9
selo,EmpSem|FiscalAT,AgAT1,4,1,9
selo,EmpSem|FiscalAT,AgAT1,5,1,9
selo,EmpSem|FiscalAT,AgAT1,6,1,9
selo,EmpSem|FiscalAT,AgAT2,1,1,9
selo,EmpSem|FiscalAT,AgAT2,2,1,9
selo,EmpSem|FiscalAT,AgAT2,3,1,9
selo,EmpSem|FiscalAT,AgAT2,4,1,9
selo,EmpSem|FiscalAT,AgAT2,5,1,9
selo,EmpSem|FiscalAT,AgAT2,6,1,9
selo,EmpSem|FiscalAT,AgAT3|VereadorAT,4,1,9
selo,EmpSem|FiscalAT,AgAT3|VereadorAT,5,1,9
selo,EmpSem|FiscalAT,AgAT3|VereadorAT,6,1,9
selo,AgCD2|FiscalCD,AgCD1|PrefeitoCD,1,2,9
selo,AgCD2|FiscalCD,AgCD1|PrefeitoCD,2,2,9
selo,AgCD2|FiscalCD,AgCD1|PrefeitoCD,3,2,9
selo,AgCD2|FiscalCD,AgCD1|PrefeitoCD,4,2,9
selo,AgCD2|FiscalCD,AgCD1|PrefeitoCD,5,2,9
selo,AgCD2|FiscalCD,AgCD1|PrefeitoCD,6,2,9
selo,AgCD2|FiscalCD,AgCD2|FiscalCD,1,2,9
selo,AgCD2|FiscalCD,AgCD2|FiscalCD,2,2,9
selo,AgCD2|FiscalCD,AgCD2|FiscalCD,3,2,9
selo,AgCD2|FiscalCD,AgCD2|FiscalCD,4,2,9
selo,AgCD2|FiscalCD,AgCD2|FiscalCD,5,2,9
selo,AgCD2|FiscalCD,AgCD2|FiscalCD,6,2,9
selo,AgCD2|FiscalCD,AgCD3,1,2,9
selo,AgCD2|FiscalCD,AgCD3,2,2,9
selo,AgCD2|FiscalCD,AgCD3,3,2,9
selo,AgCD2|FiscalCD,AgCD3,4,2,9
selo,AgCD2|FiscalCD,AgCD3,5,2,9
selo,AgCD2|FiscalCD,AgCD3,6,2,9
selo,EmpAgro|FiscalCD,AgCD3,1,3,9
selo,EmpAgro|FiscalCD,AgCD3,2,3,9
selo,EmpAgro|FiscalCD,AgCD3,3,3,9
selo,EmpAgro|FiscalCD,AgCD3,4,3,9
selo,EmpAgro|FiscalCD,AgCD3,5,3,9
selo,EmpAgro|FiscalCD,AgCD3,6,3,9
selo,EmpSem|FiscalAT,AgAT1,1,3,9
selo,EmpSem|FiscalAT,AgAT1,2,3,9
selo,EmpSem|FiscalAT,AgAT1,3,3,9
selo,EmpSem|FiscalAT,AgAT1,4,3,9
selo,EmpSem|FiscalAT,AgAT1,5,3,9
selo,EmpSem|FiscalAT,AgAT1,6,3,9
selo,EmpSem|FiscalAT,AgAT2|VereadorAT,1,3,9
selo,EmpSem|FiscalAT,AgAT2|VereadorAT,2,3,9
selo,EmpSem|FiscalAT,AgAT2|VereadorAT,3,3,9
selo,EmpSem|FiscalAT,AgAT2|VereadorAT,4,3,9
selo,EmpSem|FiscalAT,AgAT2|VereadorAT,5,3,9
selo,EmpSem|FiscalAT,AgAT2|VereadorAT,6,3,9
selo,EmpSem|FiscalAT,AgAT3,1,3,9
selo,EmpSem|FiscalAT,AgAT3,2,3,9
selo,EmpSem|FiscalAT,AgAT3,3,3,9
selo,EmpSem|FiscalAT,AgAT3,4,3,9
selo,EmpSem|FiscalAT,AgAT3,5,3,9
selo,EmpSem|FiscalAT,AgAT3,6,3,9
