	acao	pessoa1	pessoa2	parcela	objeto	tipo_preco	rodada	jogo	saldo_AgCD1	saldo_AgCD2	saldo_AgCD3	saldo_AgAT1	saldo_AgAT2	saldo_AgAT3	saldo_EmpAgro	saldo_EmpFert	saldo_EmpMaq	saldo_EmpSem	saldo_FiscalAT	saldo_FiscalCD	saldo_PrefeitoAT	saldo_PrefeitoCD	poluicao_mundial	selo	prox_taxa	val_taxa	tratamento	etapa_1	etapa_2
15	venda	EmpSem|FiscalAT	AgAT2|VereadorAT	6.0	Soja	normal	1	5	600.0	600.0	600.0	600.0	1230.0	600.0	250.0	200.0	100.0	280.0	0.0	0.0	1000.0	1000.0	43.13000000000001						
16	venda	EmpFert	AgAT2|VereadorAT	6.0	Premium	normal	1	5	600.0	600.0	600.0	600.0	1280.0	600.0	250.0	220.0	100.0	280.0	0.0	0.0	1000.0	1000.0	44.650000000000006						
17	venda	EmpAgro	AgAT2|VereadorAT	6.0	Super premium	normal	1	5	600.0	600.0	600.0	600.0	1380.0	600.0	280.0	220.0	100.0	280.0	0.0	0.0	1000.0	1000.0	47.36000000000001						
18	venda	EmpSem|FiscalAT	AgCD3|FiscalCD	1.0	Soja	baixo	1	5	600.0	600.0	585.0	600.0	1380.0	600.0	280.0	220.0	100.0	305.0	0.0	0.0	1000.0	1000.0	47.69000000000001						
19	venda	EmpFert	AgCD3|FiscalCD	1.0	Super premium	baixo	1	5	600.0	600.0	670.0	600.0	1380.0	600.0	280.0	245.0	100.0	305.0	0.0	0.0	1000.0	1000.0	50.40000000000001						
20	venda	EmpMaq|PrefeitoAT	AgCD3|FiscalCD	1.0	Maquinas 3	baixo	1	5	600.0	600.0	775.0	600.0	1380.0	600.0	280.0	245.0	125.0	305.0	0.0	0.0	1000.0	1000.0	53.110000000000014						
21	venda	EmpSem|FiscalAT	AgCD3|FiscalCD	2.0	Soja	baixo	1	5	600.0	600.0	760.0	600.0	1380.0	600.0	280.0	245.0	125.0	330.0	0.0	0.0	1000.0	1000.0	53.44000000000001						
22	venda	EmpFert	AgCD3|FiscalCD	2.0	Super premium	baixo	1	5	600.0	600.0	845.0	600.0	1380.0	600.0	280.0	270.0	125.0	330.0	0.0	0.0	1000.0	1000.0	56.15000000000001						
23	venda	EmpMaq|PrefeitoAT	AgCD3|FiscalCD	2.0	Maquinas 3	baixo	1	5	600.0	600.0	950.0	600.0	1380.0	600.0	280.0	270.0	150.0	330.0	0.0	0.0	1000.0	1000.0	58.860000000000014						
24	venda	EmpSem|FiscalAT	AgCD3|FiscalCD	3.0	Soja	baixo	1	5	600.0	600.0	935.0	600.0	1380.0	600.0	280.0	270.0	150.0	355.0	0.0	0.0	1000.0	1000.0	59.19000000000001						
25	venda	EmpFert	AgCD3|FiscalCD	3.0	Super premium	baixo	1	5	600.0	600.0	1020.0	600.0	1380.0	600.0	280.0	295.0	150.0	355.0	0.0	0.0	1000.0	1000.0	61.90000000000001						
26	venda	EmpMaq|PrefeitoAT	AgCD3|FiscalCD	3.0	Maquinas 3	baixo	1	5	600.0	600.0	1125.0	600.0	1380.0	600.0	280.0	295.0	175.0	355.0	0.0	0.0	1000.0	1000.0	64.61000000000001						
27	venda	EmpSem|FiscalAT	AgCD3|FiscalCD	4.0	Soja	normal	1	5	600.0	600.0	1105.0	600.0	1380.0	600.0	280.0	295.0	175.0	385.0	0.0	0.0	1000.0	1000.0	64.94000000000001						
28	venda	EmpFert	AgCD3|FiscalCD	4.0	Super premium	baixo	1	5	600.0	600.0	1190.0	600.0	1380.0	600.0	280.0	320.0	175.0	385.0	0.0	0.0	1000.0	1000.0	67.65						
29	venda	EmpMaq|PrefeitoAT	AgCD3|FiscalCD	4.0	Maquinas 3	baixo	1	5	600.0	600.0	1295.0	600.0	1380.0	600.0	280.0	320.0	200.0	385.0	0.0	0.0	1000.0	1000.0	70.36000000000001						
30	venda	EmpSem|FiscalAT	AgCD3|FiscalCD	5.0	Soja	normal	1	5	600.0	600.0	1275.0	600.0	1380.0	600.0	280.0	320.0	200.0	415.0	0.0	0.0	1000.0	1000.0	70.69000000000001						
31	venda	EmpFert	AgCD3|FiscalCD	5.0	Super premium	baixo	1	5	600.0	600.0	1360.0	600.0	1380.0	600.0	280.0	345.0	200.0	415.0	0.0	0.0	1000.0	1000.0	73.4						
32	venda	EmpMaq|PrefeitoAT	AgCD3|FiscalCD	5.0	Maquinas 3	baixo	1	5	600.0	600.0	1465.0	600.0	1380.0	600.0	280.0	345.0	225.0	415.0	0.0	0.0	1000.0	1000.0	76.11000000000001						
33	venda	EmpSem|FiscalAT	AgCD3|FiscalCD	6.0	Soja	normal	1	5	600.0	600.0	1445.0	600.0	1380.0	600.0	280.0	345.0	225.0	445.0	0.0	0.0	1000.0	1000.0	76.44000000000001						
34	venda	EmpFert	AgCD3|FiscalCD	6.0	Super premium	baixo	1	5	600.0	600.0	1530.0	600.0	1380.0	600.0	280.0	370.0	225.0	445.0	0.0	0.0	1000.0	1000.0	79.15						
35	venda	EmpMaq|PrefeitoAT	AgCD3|FiscalCD	6.0	Maquinas 3	baixo	1	5	600.0	600.0	1635.0	600.0	1380.0	600.0	280.0	370.0	250.0	445.0	0.0	0.0	1000.0	1000.0	81.86000000000001						
36	venda	EmpSem|FiscalAT	AgCD1|VereadorCD	1.0	Arroz	alto	1	5	585.0	600.0	1635.0	600.0	1380.0	600.0	280.0	370.0	250.0	470.0	0.0	0.0	1000.0	1000.0	82.08000000000001						
37	venda	EmpFert	AgCD1|VereadorCD	1.0	Comum	baixo	1	5	610.0	600.0	1635.0	600.0	1380.0	600.0	280.0	375.0	250.0	470.0	0.0	0.0	1000.0	1000.0	82.51						
38	venda	EmpSem|FiscalAT	AgCD1|VereadorCD	2.0	Arroz	alto	1	5	595.0	600.0	1635.0	600.0	1380.0	600.0	280.0	375.0	250.0	495.0	0.0	0.0	1000.0	1000.0	82.73						
39	venda	EmpFert	AgCD1|VereadorCD	2.0	Comum	baixo	1	5	620.0	600.0	1635.0	600.0	1380.0	600.0	280.0	380.0	250.0	495.0	0.0	0.0	1000.0	1000.0	83.16						
40	venda	EmpSem|FiscalAT	AgCD1|VereadorCD	3.0	Soja	normal	1	5	600.0	600.0	1635.0	600.0	1380.0	600.0	280.0	380.0	250.0	525.0	0.0	0.0	1000.0	1000.0	83.49						
41	venda	EmpFert	AgCD1|VereadorCD	3.0	Super premium	baixo	1	5	685.0	600.0	1635.0	600.0	1380.0	600.0	280.0	405.0	250.0	525.0	0.0	0.0	1000.0	1000.0	86.2						
42	venda	EmpMaq|PrefeitoAT	AgCD1|VereadorCD	3.0	Maquinas 3	normal	1	5	785.0	600.0	1635.0	600.0	1380.0	600.0	280.0	405.0	280.0	525.0	0.0	0.0	1000.0	1000.0	88.91						
43	venda	EmpSem|FiscalAT	AgCD1|VereadorCD	4.0	Soja	normal	1	5	765.0	600.0	1635.0	600.0	1380.0	600.0	280.0	405.0	280.0	555.0	0.0	0.0	1000.0	1000.0	89.24						
44	venda	EmpFert	AgCD1|VereadorCD	4.0	Super premium	normal	1	5	845.0	600.0	1635.0	600.0	1380.0	600.0	280.0	435.0	280.0	555.0	0.0	0.0	1000.0	1000.0	91.95						
45	venda	EmpMaq|PrefeitoAT	AgCD1|VereadorCD	4.0	Maquinas 2	baixo	1	5	950.0	600.0	1635.0	600.0	1380.0	600.0	280.0	435.0	305.0	555.0	0.0	0.0	1000.0	1000.0	94.66						
46	venda	EmpSem|FiscalAT	AgCD1|VereadorCD	5.0	Soja	normal	1	5	930.0	600.0	1635.0	600.0	1380.0	600.0	280.0	435.0	305.0	585.0	0.0	0.0	1000.0	1000.0	94.99						
47	venda	EmpFert	AgCD1|VereadorCD	5.0	Super premium	baixo	1	5	1015.0	600.0	1635.0	600.0	1380.0	600.0	280.0	460.0	305.0	585.0	0.0	0.0	1000.0	1000.0	97.7						
48	venda	EmpMaq|PrefeitoAT	AgCD1|VereadorCD	5.0	Maquinas 2	baixo	1	5	1120.0	600.0	1635.0	600.0	1380.0	600.0	280.0	460.0	330.0	585.0	0.0	0.0	1000.0	1000.0	100.41						
49	venda	EmpSem|FiscalAT	AgCD1|VereadorCD	6.0	Soja	normal	1	5	1100.0	600.0	1635.0	600.0	1380.0	600.0	280.0	460.0	330.0	615.0	0.0	0.0	1000.0	1000.0	100.74000000000001						
50	venda	EmpFert	AgCD1|VereadorCD	6.0	Comum	baixo	1	5	1135.0	600.0	1635.0	600.0	1380.0	600.0	280.0	465.0	330.0	615.0	0.0	0.0	1000.0	1000.0	101.37						
51	venda	EmpSem|FiscalAT	AgCD2|PrefeitoCD	1.0	Arroz	normal	1	5	1135.0	590.0	1635.0	600.0	1380.0	600.0	280.0	465.0	330.0	635.0	0.0	0.0	1000.0	1000.0	101.59						
52	venda	EmpFert	AgCD2|PrefeitoCD	1.0	Comum	baixo	1	5	1135.0	615.0	1635.0	600.0	1380.0	600.0	280.0	470.0	330.0	635.0	0.0	0.0	1000.0	1000.0	102.02						
53	venda	EmpAgro	AgCD2|PrefeitoCD	1.0	Comum	normal	1	5	1135.0	635.0	1635.0	600.0	1380.0	600.0	290.0	470.0	330.0	635.0	0.0	0.0	1000.0	1000.0	102.45						
54	venda	EmpSem|FiscalAT	AgCD2|PrefeitoCD	2.0	Arroz	normal	1	5	1135.0	625.0	1635.0	600.0	1380.0	600.0	290.0	470.0	330.0	655.0	0.0	0.0	1000.0	1000.0	102.66999999999999						
55	venda	EmpFert	AgCD2|PrefeitoCD	2.0	Comum	baixo	1	5	1135.0	650.0	1635.0	600.0	1380.0	600.0	290.0	475.0	330.0	655.0	0.0	0.0	1000.0	1000.0	103.1						
56	venda	EmpAgro	AgCD2|PrefeitoCD	2.0	Comum	normal	1	5	1135.0	670.0	1635.0	600.0	1380.0	600.0	300.0	475.0	330.0	655.0	0.0	0.0	1000.0	1000.0	103.52999999999999						
57	venda	EmpSem|FiscalAT	AgCD2|PrefeitoCD	3.0	Arroz	normal	1	5	1135.0	660.0	1635.0	600.0	1380.0	600.0	300.0	475.0	330.0	675.0	0.0	0.0	1000.0	1000.0	103.74999999999999						
58	venda	EmpFert	AgCD2|PrefeitoCD	3.0	Comum	baixo	1	5	1135.0	685.0	1635.0	600.0	1380.0	600.0	300.0	480.0	330.0	675.0	0.0	0.0	1000.0	1000.0	104.17999999999998						
59	venda	EmpAgro	AgCD2|PrefeitoCD	3.0	Comum	normal	1	5	1135.0	705.0	1635.0	600.0	1380.0	600.0	310.0	480.0	330.0	675.0	0.0	0.0	1000.0	1000.0	104.60999999999999						
60	venda	EmpSem|FiscalAT	AgCD2|PrefeitoCD	4.0	Arroz	normal	1	5	1135.0	695.0	1635.0	600.0	1380.0	600.0	310.0	480.0	330.0	695.0	0.0	0.0	1000.0	1000.0	104.82999999999998						
61	venda	EmpFert	AgCD2|PrefeitoCD	4.0	Comum	baixo	1	5	1135.0	720.0	1635.0	600.0	1380.0	600.0	310.0	485.0	330.0	695.0	0.0	0.0	1000.0	1000.0	105.25999999999998						
62	venda	EmpAgro	AgCD2|PrefeitoCD	4.0	Comum	normal	1	5	1135.0	740.0	1635.0	600.0	1380.0	600.0	320.0	485.0	330.0	695.0	0.0	0.0	1000.0	1000.0	105.68999999999997						
63	venda	EmpSem|FiscalAT	AgCD2|PrefeitoCD	5.0	Soja	baixo	1	5	1135.0	725.0	1635.0	600.0	1380.0	600.0	320.0	485.0	330.0	720.0	0.0	0.0	1000.0	1000.0	106.01999999999998						
64	venda	EmpFert	AgCD2|PrefeitoCD	5.0	Premium	normal	1	5	1135.0	775.0	1635.0	600.0	1380.0	600.0	320.0	505.0	330.0	720.0	0.0	0.0	1000.0	1000.0	107.53999999999999						
65	venda	EmpAgro	AgCD2|PrefeitoCD	5.0	Premium	baixo	1	5	1135.0	850.0	1635.0	600.0	1380.0	600.0	335.0	505.0	330.0	720.0	0.0	0.0	1000.0	1000.0	109.06						
66	venda	EmpSem|FiscalAT	AgCD2|PrefeitoCD	6.0	Soja	baixo	1	5	1135.0	835.0	1635.0	600.0	1380.0	600.0	335.0	505.0	330.0	745.0	0.0	0.0	1000.0	1000.0	109.39000000000001						
67	venda	EmpFert	AgCD2|PrefeitoCD	6.0	Premium	normal	1	5	1135.0	885.0	1635.0	600.0	1380.0	600.0	335.0	525.0	330.0	745.0	0.0	0.0	1000.0	1000.0	110.91000000000003						
68	venda	EmpAgro	AgCD2|PrefeitoCD	6.0	Premium	baixo	1	5	1135.0	960.0	1635.0	600.0	1380.0	600.0	350.0	525.0	330.0	745.0	0.0	0.0	1000.0	1000.0	112.43000000000004						
69	venda	EmpSem|FiscalAT	AgAT3	1.0	Arroz	alto	1	5	1135.0	960.0	1635.0	600.0	1380.0	585.0	350.0	525.0	330.0	770.0	0.0	0.0	1000.0	1000.0	112.65000000000003						
70	venda	EmpFert	AgAT3	1.0	Premium	baixo	1	5	1135.0	960.0	1635.0	600.0	1380.0	630.0	350.0	540.0	330.0	770.0	0.0	0.0	1000.0	1000.0	113.67000000000003						
71	venda	EmpSem|FiscalAT	AgAT3	2.0	Arroz	alto	1	5	1135.0	960.0	1635.0	600.0	1380.0	615.0	350.0	540.0	330.0	795.0	0.0	0.0	1000.0	1000.0	113.89000000000003						
72	venda	EmpFert	AgAT3	2.0	Premium	baixo	1	5	1135.0	960.0	1635.0	600.0	1380.0	660.0	350.0	555.0	330.0	795.0	0.0	0.0	1000.0	1000.0	114.91000000000003						
73	venda	EmpSem|FiscalAT	AgAT3	3.0	Soja	normal	1	5	1135.0	960.0	1635.0	600.0	1380.0	640.0	350.0	555.0	330.0	825.0	0.0	0.0	1000.0	1000.0	115.24000000000004						
74	venda	EmpFert	AgAT3	3.0	Premium	normal	1	5	1135.0	960.0	1635.0	600.0	1380.0	690.0	350.0	575.0	330.0	825.0	0.0	0.0	1000.0	1000.0	116.76000000000005						
75	venda	EmpSem|FiscalAT	AgAT3	4.0	Soja	normal	1	5	1135.0	960.0	1635.0	600.0	1380.0	670.0	350.0	575.0	330.0	855.0	0.0	0.0	1000.0	1000.0	117.09000000000005						
76	venda	EmpFert	AgAT3	4.0	Premium	normal	1	5	1135.0	960.0	1635.0	600.0	1380.0	720.0	350.0	595.0	330.0	855.0	0.0	0.0	1000.0	1000.0	118.61000000000006						
77	venda	EmpSem|FiscalAT	AgAT3	5.0	Soja	normal	1	5	1135.0	960.0	1635.0	600.0	1380.0	700.0	350.0	595.0	330.0	885.0	0.0	0.0	1000.0	1000.0	118.94000000000007						
78	venda	EmpFert	AgAT3	5.0	Premium	normal	1	5	1135.0	960.0	1635.0	600.0	1380.0	750.0	350.0	615.0	330.0	885.0	0.0	0.0	1000.0	1000.0	120.46000000000008						
79	venda	EmpSem|FiscalAT	AgAT3	6.0	Soja	normal	1	5	1135.0	960.0	1635.0	600.0	1380.0	730.0	350.0	615.0	330.0	915.0	0.0	0.0	1000.0	1000.0	120.79000000000009						
80	venda	EmpFert	AgAT3	6.0	Premium	normal	1	5	1135.0	960.0	1635.0	600.0	1380.0	780.0	350.0	635.0	330.0	915.0	0.0	0.0	1000.0	1000.0	122.3100000000001						
81	venda	EmpSem|FiscalAT	AgAT1	1.0	Soja	normal	1	5	1135.0	960.0	1635.0	580.0	1380.0	780.0	350.0	635.0	330.0	945.0	0.0	0.0	1000.0	1000.0	122.6400000000001						
82	venda	EmpFert	AgAT1	1.0	Premium	baixo	1	5	1135.0	960.0	1635.0	635.0	1380.0	780.0	350.0	650.0	330.0	945.0	0.0	0.0	1000.0	1000.0	124.16000000000011						
83	venda	EmpAgro	AgAT1	1.0	Super premium	normal	1	5	1135.0	960.0	1635.0	735.0	1380.0	780.0	380.0	650.0	330.0	945.0	0.0	0.0	1000.0	1000.0	126.8700000000001						
84	venda	EmpSem|FiscalAT	AgAT1	2.0	Soja	normal	1	5	1135.0	960.0	1635.0	715.0	1380.0	780.0	380.0	650.0	330.0	975.0	0.0	0.0	1000.0	1000.0	127.20000000000012						
85	venda	EmpFert	AgAT1	2.0	Premium	baixo	1	5	1135.0	960.0	1635.0	770.0	1380.0	780.0	380.0	665.0	330.0	975.0	0.0	0.0	1000.0	1000.0	128.7200000000001						
86	venda	EmpAgro	AgAT1	2.0	Super premium	normal	1	5	1135.0	960.0	1635.0	870.0	1380.0	780.0	410.0	665.0	330.0	975.0	0.0	0.0	1000.0	1000.0	131.43000000000012						
87	venda	EmpSem|FiscalAT	AgAT1	3.0	Soja	baixo	1	5	1135.0	960.0	1635.0	855.0	1380.0	780.0	410.0	665.0	330.0	1000.0	0.0	0.0	1000.0	1000.0	131.76000000000013						
88	venda	EmpFert	AgAT1	3.0	Premium	normal	1	5	1135.0	960.0	1635.0	905.0	1380.0	780.0	410.0	685.0	330.0	1000.0	0.0	0.0	1000.0	1000.0	133.28000000000014						
89	venda	EmpAgro	AgAT1	3.0	Super premium	normal	1	5	1135.0	960.0	1635.0	1005.0	1380.0	780.0	440.0	685.0	330.0	1000.0	0.0	0.0	1000.0	1000.0	135.99000000000015						
90	venda	EmpSem|FiscalAT	AgAT1	4.0	Soja	baixo	1	5	1135.0	960.0	1635.0	990.0	1380.0	780.0	440.0	685.0	330.0	1025.0	0.0	0.0	1000.0	1000.0	136.32000000000016						
91	venda	EmpFert	AgAT1	4.0	Premium	normal	1	5	1135.0	960.0	1635.0	1040.0	1380.0	780.0	440.0	705.0	330.0	1025.0	0.0	0.0	1000.0	1000.0	137.84000000000017						
92	venda	EmpAgro	AgAT1	4.0	Super premium	baixo	1	5	1135.0	960.0	1635.0	1145.0	1380.0	780.0	465.0	705.0	330.0	1025.0	0.0	0.0	1000.0	1000.0	140.55000000000018						
93	venda	EmpSem|FiscalAT	AgAT1	5.0	Soja	baixo	1	5	1135.0	960.0	1635.0	1130.0	1380.0	780.0	465.0	705.0	330.0	1050.0	0.0	0.0	1000.0	1000.0	140.8800000000002						
94	venda	EmpFert	AgAT1	5.0	Premium	normal	1	5	1135.0	960.0	1635.0	1180.0	1380.0	780.0	465.0	725.0	330.0	1050.0	0.0	0.0	1000.0	1000.0	142.4000000000002						
95	venda	EmpAgro	AgAT1	5.0	Super premium	baixo	1	5	1135.0	960.0	1635.0	1285.0	1380.0	780.0	490.0	725.0	330.0	1050.0	0.0	0.0	1000.0	1000.0	145.1100000000002						
96	venda	EmpSem|FiscalAT	AgAT1	6.0	Soja	baixo	1	5	1135.0	960.0	1635.0	1270.0	1380.0	780.0	490.0	725.0	330.0	1075.0	0.0	0.0	1000.0	1000.0	145.44000000000023						
97	venda	EmpFert	AgAT1	6.0	Premium	normal	1	5	1135.0	960.0	1635.0	1320.0	1380.0	780.0	490.0	745.0	330.0	1075.0	0.0	0.0	1000.0	1000.0	146.96000000000024						
98	venda	EmpAgro	AgAT1	6.0	Super premium	baixo	1	5	1135.0	960.0	1635.0	1425.0	1380.0	780.0	515.0	745.0	330.0	1075.0	0.0	0.0	1000.0	1000.0	149.67000000000024						
0	tratamento	AgCD2|PrefeitoCD					1	5	1135.0	960.0	1635.0	1425.0	1380.0	780.0	515.0	745.0	330.0	1075.0	0.0	0.0	1000.0	70.3299999999997	142.18650000000022				Agua		
1	tratamento	AgCD2|PrefeitoCD					1	5	1135.0	960.0	1635.0	1425.0	1380.0	780.0	515.0	745.0	330.0	1075.0	0.0	0.0	1000.0	-1651.8565000000006	127.9678500000002				Lixo		
2	tratamento	AgCD2|PrefeitoCD					1	5	1135.0	960.0	1635.0	1425.0	1380.0	780.0	515.0	745.0	330.0	1075.0	0.0	0.0	1000.0	-4159.824350000001	108.77267250000016				Esgoto		
3	tratamento	EmpMaq|PrefeitoAT					1	5	1135.0	960.0	1635.0	1425.0	1380.0	780.0	515.0	745.0	330.0	1075.0	0.0	0.0	111.22732749999989	-4159.824350000001	103.33403887500015				Agua		
4	tratamento	EmpMaq|PrefeitoAT					1	5	1135.0	960.0	1635.0	1425.0	1380.0	780.0	515.0	745.0	330.0	1075.0	0.0	0.0	-1572.1067113750005	-4159.824350000001	93.00063498750013				Lixo		
0	imposto	EmpMaq|PrefeitoAT	EmpSem|FiscalAT				1	5	1135.0	960.0	1635.0	1425.0	1380.0	780.0	515.0	745.0	330.0	782.5	0.0	0.0	-1279.6067113750005	-4159.824350000001	93.00063498750013						
1	imposto	AgCD2|PrefeitoCD	EmpFert				1	5	1135.0	960.0	1635.0	1425.0	1380.0	780.0	515.0	735.0	330.0	782.5	0.0	0.0	-1279.6067113750005	-4149.824350000001	93.00063498750013						
2	imposto	EmpMaq|PrefeitoAT	EmpMaq|PrefeitoAT				1	5	1135.0	960.0	1635.0	1425.0	1380.0	780.0	515.0	735.0	320.0	782.5	0.0	0.0	-1269.6067113750005	-4149.824350000001	93.00063498750013						
3	imposto	AgCD2|PrefeitoCD	EmpAgro				1	5	1135.0	960.0	1635.0	1425.0	1380.0	780.0	128.0	735.0	320.0	782.5	0.0	0.0	-1269.6067113750005	-3762.824350000001	93.00063498750013						
4	imposto	EmpMaq|PrefeitoAT	AgAT1				1	5	1135.0	960.0	1635.0	1155.0	1380.0	780.0	128.0	735.0	320.0	782.5	0.0	0.0	-999.6067113750005	-3762.824350000001	93.00063498750013						
5	imposto	AgCD2|PrefeitoCD	AgCD1|VereadorCD				1	5	937.0	960.0	1635.0	1155.0	1380.0	780.0	128.0	735.0	320.0	782.5	0.0	0.0	-999.6067113750005	-3564.824350000001	93.00063498750013						
6	imposto	EmpMaq|PrefeitoAT	AgAT2|VereadorAT				1	5	937.0	960.0	1635.0	1155.0	1110.0	780.0	128.0	735.0	320.0	782.5	0.0	0.0	-729.6067113750005	-3564.824350000001	93.00063498750013						
7	imposto	AgCD2|PrefeitoCD	AgCD2|PrefeitoCD				1	5	937.0	834.0	1635.0	1155.0	1110.0	780.0	128.0	735.0	320.0	782.5	0.0	0.0	-729.6067113750005	-3438.824350000001	93.00063498750013						
8	imposto	EmpMaq|PrefeitoAT	AgAT3				1	5	937.0	834.0	1635.0	1155.0	1110.0	672.0	128.0	735.0	320.0	782.5	0.0	0.0	-621.6067113750005	-3438.824350000001	93.00063498750013						
9	imposto	AgCD2|PrefeitoCD	AgCD3|FiscalCD				1	5	937.0	834.0	1293.0	1155.0	1110.0	672.0	128.0	735.0	320.0	782.5	0.0	0.0	-621.6067113750005	-3096.824350000001	93.00063498750013						
0	multa	EmpSem|FiscalAT	AgAT1				1	5	937.0	834.0	1293.0	255.0	1110.0	672.0	128.0	735.0	320.0	782.5	0.0	0.0	-621.6067113750005	-2196.824350000001	93.00063498750013						
1	multa	EmpSem|FiscalAT	AgAT2|VereadorAT				1	5	937.0	834.0	1293.0	255.0	210.0	672.0	128.0	735.0	320.0	782.5	0.0	0.0	-621.6067113750005	-1296.8243500000008	93.00063498750013						
2	multa	AgCD3|FiscalCD	AgCD2|PrefeitoCD				1	5	937.0	734.0	1293.0	255.0	210.0	672.0	128.0	735.0	320.0	782.5	0.0	0.0	-621.6067113750005	-1196.8243500000008	93.00063498750013						
3	multa	AgCD3|FiscalCD	EmpFert				1	5	937.0	734.0	1293.0	255.0	210.0	672.0	128.0	315.0	320.0	782.5	0.0	0.0	-621.6067113750005	-776.8243500000008	93.00063498750013						
0	selo	EmpSem|FiscalAT	AgAT3				1	5	937.0	734.0	1293.0	255.0	210.0	677.4	128.0	315.0	320.0	782.5	0.0	0.0	-627.0067113750005	-776.8243500000008	93.00063498750013	1.0					
1	selo	EmpSem|FiscalAT	AgAT3				1	5	937.0	734.0	1293.0	255.0	210.0	682.8	128.0	315.0	320.0	782.5	0.0	0.0	-632.4067113750004	-776.8243500000008	93.00063498750013	2.0					
2	selo	EmpSem|FiscalAT	AgAT3				1	5	937.0	734.0	1293.0	255.0	210.0	688.1999999999999	128.0	315.0	320.0	782.5	0.0	0.0	-637.8067113750004	-776.8243500000008	93.00063498750013	3.0					
3	selo	EmpSem|FiscalAT	AgAT3				1	5	937.0	734.0	1293.0	255.0	210.0	693.5999999999999	128.0	315.0	320.0	782.5	0.0	0.0	-643.2067113750004	-776.8243500000008	93.00063498750013	4.0					
