	acao	pessoa1	pessoa2	parcela	objeto	tipo_preco	rodada	jogo	saldo_AgCD1	saldo_AgCD2	saldo_AgCD3	saldo_AgAT1	saldo_AgAT2	saldo_AgAT3	saldo_EmpAgro	saldo_EmpFert	saldo_EmpMaq	saldo_EmpSem	saldo_FiscalAT	saldo_FiscalCD	saldo_PrefeitoAT	saldo_PrefeitoCD	poluicao_mundial	selo	prox_taxa	val_taxa	tratamento	etapa_1	etapa_2	sentimento
46	venda	EmpSem|FiscalAT	AgCD1|VereadorCD	5.0	Soja	normal	1	5	930.0	600.0	1635.0	600.0	1360.0	600.0	280.0	435.0	305.0	615.0	0.0	0.0	1000.0	1000.0	95.32000000000001							"alegria
"
47	venda	EmpFert	AgCD1|VereadorCD	5.0	Super premium	baixo	1	5	1015.0	600.0	1635.0	600.0	1360.0	600.0	280.0	460.0	305.0	615.0	0.0	0.0	1000.0	1000.0	98.03							"alegria
"
48	venda	EmpMaq|PrefeitoAT	AgCD1|VereadorCD	5.0	Maquinas 2	baixo	1	5	1120.0	600.0	1635.0	600.0	1360.0	600.0	280.0	460.0	330.0	615.0	0.0	0.0	1000.0	1000.0	100.74000000000001							"nojo
"
49	venda	EmpSem|FiscalAT	AgCD1|VereadorCD	6.0	Soja	normal	1	5	1100.0	600.0	1635.0	600.0	1360.0	600.0	280.0	460.0	330.0	645.0	0.0	0.0	1000.0	1000.0	101.07000000000002							"alegria
"
50	venda	EmpFert	AgCD1|VereadorCD	6.0	Comum	baixo	1	5	1135.0	600.0	1635.0	600.0	1360.0	600.0	280.0	465.0	330.0	645.0	0.0	0.0	1000.0	1000.0	101.70000000000002							"alegria
"
51	venda	EmpSem|FiscalAT	AgCD2|PrefeitoCD	1.0	Arroz	normal	1	5	1135.0	590.0	1635.0	600.0	1360.0	600.0	280.0	465.0	330.0	665.0	0.0	0.0	1000.0	1000.0	101.92000000000002							"alegria
"
52	venda	EmpFert	AgCD2|PrefeitoCD	1.0	Comum	baixo	1	5	1135.0	615.0	1635.0	600.0	1360.0	600.0	280.0	470.0	330.0	665.0	0.0	0.0	1000.0	1000.0	102.35000000000001							"medo
"
53	venda	EmpAgro	AgCD2|PrefeitoCD	1.0	Comum	normal	1	5	1135.0	635.0	1635.0	600.0	1360.0	600.0	290.0	470.0	330.0	665.0	0.0	0.0	1000.0	1000.0	102.78							"alegria
"
54	venda	EmpSem|FiscalAT	AgCD2|PrefeitoCD	2.0	Arroz	normal	1	5	1135.0	625.0	1635.0	600.0	1360.0	600.0	290.0	470.0	330.0	685.0	0.0	0.0	1000.0	1000.0	103.0							"alegria
"
55	venda	EmpFert	AgCD2|PrefeitoCD	2.0	Comum	baixo	1	5	1135.0	650.0	1635.0	600.0	1360.0	600.0	290.0	475.0	330.0	685.0	0.0	0.0	1000.0	1000.0	103.43							"medo
"
56	venda	EmpAgro	AgCD2|PrefeitoCD	2.0	Comum	normal	1	5	1135.0	670.0	1635.0	600.0	1360.0	600.0	300.0	475.0	330.0	685.0	0.0	0.0	1000.0	1000.0	103.86							"alegria
"
57	venda	EmpSem|FiscalAT	AgCD2|PrefeitoCD	3.0	Arroz	normal	1	5	1135.0	660.0	1635.0	600.0	1360.0	600.0	300.0	475.0	330.0	705.0	0.0	0.0	1000.0	1000.0	104.08							"alegria
"
58	venda	EmpFert	AgCD2|PrefeitoCD	3.0	Comum	baixo	1	5	1135.0	685.0	1635.0	600.0	1360.0	600.0	300.0	480.0	330.0	705.0	0.0	0.0	1000.0	1000.0	104.50999999999999							"medo
"
59	venda	EmpAgro	AgCD2|PrefeitoCD	3.0	Comum	normal	1	5	1135.0	705.0	1635.0	600.0	1360.0	600.0	310.0	480.0	330.0	705.0	0.0	0.0	1000.0	1000.0	104.93999999999998							"alegria
"
60	venda	EmpSem|FiscalAT	AgCD2|PrefeitoCD	4.0	Arroz	normal	1	5	1135.0	695.0	1635.0	600.0	1360.0	600.0	310.0	480.0	330.0	725.0	0.0	0.0	1000.0	1000.0	105.15999999999998							"alegria
"
61	venda	EmpFert	AgCD2|PrefeitoCD	4.0	Comum	baixo	1	5	1135.0	720.0	1635.0	600.0	1360.0	600.0	310.0	485.0	330.0	725.0	0.0	0.0	1000.0	1000.0	105.58999999999999							"medo
"
62	venda	EmpAgro	AgCD2|PrefeitoCD	4.0	Comum	normal	1	5	1135.0	740.0	1635.0	600.0	1360.0	600.0	320.0	485.0	330.0	725.0	0.0	0.0	1000.0	1000.0	106.01999999999998							"alegria
"
63	venda	EmpSem|FiscalAT	AgCD2|PrefeitoCD	5.0	Soja	baixo	1	5	1135.0	725.0	1635.0	600.0	1360.0	600.0	320.0	485.0	330.0	750.0	0.0	0.0	1000.0	1000.0	106.35							"alegria
"
64	venda	EmpFert	AgCD2|PrefeitoCD	5.0	Premium	normal	1	5	1135.0	775.0	1635.0	600.0	1360.0	600.0	320.0	505.0	330.0	750.0	0.0	0.0	1000.0	1000.0	107.87							"medo
"
65	venda	EmpAgro	AgCD2|PrefeitoCD	5.0	Premium	baixo	1	5	1135.0	850.0	1635.0	600.0	1360.0	600.0	335.0	505.0	330.0	750.0	0.0	0.0	1000.0	1000.0	109.39000000000001							"alegria
"
66	venda	EmpSem|FiscalAT	AgCD2|PrefeitoCD	6.0	Soja	baixo	1	5	1135.0	835.0	1635.0	600.0	1360.0	600.0	335.0	505.0	330.0	775.0	0.0	0.0	1000.0	1000.0	109.72000000000001							"alegria
"
67	venda	EmpFert	AgCD2|PrefeitoCD	6.0	Premium	normal	1	5	1135.0	885.0	1635.0	600.0	1360.0	600.0	335.0	525.0	330.0	775.0	0.0	0.0	1000.0	1000.0	111.24000000000002							"medo
"
68	venda	EmpAgro	AgCD2|PrefeitoCD	6.0	Premium	baixo	1	5	1135.0	960.0	1635.0	600.0	1360.0	600.0	350.0	525.0	330.0	775.0	0.0	0.0	1000.0	1000.0	112.76000000000003							"alegria
"
69	venda	EmpSem|FiscalAT	AgAT3	1.0	Arroz	alto	1	5	1135.0	960.0	1635.0	600.0	1360.0	585.0	350.0	525.0	330.0	800.0	0.0	0.0	1000.0	1000.0	112.98000000000003							"alegria
"
70	venda	EmpFert	AgAT3	1.0	Premium	baixo	1	5	1135.0	960.0	1635.0	600.0	1360.0	630.0	350.0	540.0	330.0	800.0	0.0	0.0	1000.0	1000.0	114.00000000000003							"alegria
"
71	venda	EmpSem|FiscalAT	AgAT3	2.0	Arroz	alto	1	5	1135.0	960.0	1635.0	600.0	1360.0	615.0	350.0	540.0	330.0	825.0	0.0	0.0	1000.0	1000.0	114.22000000000003							"alegria
"
72	venda	EmpFert	AgAT3	2.0	Premium	baixo	1	5	1135.0	960.0	1635.0	600.0	1360.0	660.0	350.0	555.0	330.0	825.0	0.0	0.0	1000.0	1000.0	115.24000000000004							"alegria
"
73	venda	EmpSem|FiscalAT	AgAT3	3.0	Soja	normal	1	5	1135.0	960.0	1635.0	600.0	1360.0	640.0	350.0	555.0	330.0	855.0	0.0	0.0	1000.0	1000.0	115.57000000000004							"alegria
"
74	venda	EmpFert	AgAT3	3.0	Premium	normal	1	5	1135.0	960.0	1635.0	600.0	1360.0	690.0	350.0	575.0	330.0	855.0	0.0	0.0	1000.0	1000.0	117.09000000000005							"alegria
"
75	venda	EmpSem|FiscalAT	AgAT3	4.0	Soja	normal	1	5	1135.0	960.0	1635.0	600.0	1360.0	670.0	350.0	575.0	330.0	885.0	0.0	0.0	1000.0	1000.0	117.42000000000006							"alegria
"
76	venda	EmpFert	AgAT3	4.0	Premium	normal	1	5	1135.0	960.0	1635.0	600.0	1360.0	720.0	350.0	595.0	330.0	885.0	0.0	0.0	1000.0	1000.0	118.94000000000007							"alegria
"
77	venda	EmpSem|FiscalAT	AgAT3	5.0	Soja	normal	1	5	1135.0	960.0	1635.0	600.0	1360.0	700.0	350.0	595.0	330.0	915.0	0.0	0.0	1000.0	1000.0	119.27000000000008							"alegria
"
78	venda	EmpFert	AgAT3	5.0	Premium	normal	1	5	1135.0	960.0	1635.0	600.0	1360.0	750.0	350.0	615.0	330.0	915.0	0.0	0.0	1000.0	1000.0	120.79000000000009							"alegria
"
79	venda	EmpSem|FiscalAT	AgAT3	6.0	Soja	normal	1	5	1135.0	960.0	1635.0	600.0	1360.0	730.0	350.0	615.0	330.0	945.0	0.0	0.0	1000.0	1000.0	121.12000000000009							"alegria
"
80	venda	EmpFert	AgAT3	6.0	Premium	normal	1	5	1135.0	960.0	1635.0	600.0	1360.0	780.0	350.0	635.0	330.0	945.0	0.0	0.0	1000.0	1000.0	122.6400000000001							"alegria
"
81	venda	EmpSem|FiscalAT	AgAT1	1.0	Soja	normal	1	5	1135.0	960.0	1635.0	580.0	1360.0	780.0	350.0	635.0	330.0	975.0	0.0	0.0	1000.0	1000.0	122.97000000000011							"alegria
"
82	venda	EmpFert	AgAT1	1.0	Premium	baixo	1	5	1135.0	960.0	1635.0	635.0	1360.0	780.0	350.0	650.0	330.0	975.0	0.0	0.0	1000.0	1000.0	124.49000000000012							"alegria
"
83	venda	EmpAgro	AgAT1	1.0	Super premium	normal	1	5	1135.0	960.0	1635.0	735.0	1360.0	780.0	380.0	650.0	330.0	975.0	0.0	0.0	1000.0	1000.0	127.20000000000012							"alegria
"
84	venda	EmpSem|FiscalAT	AgAT1	2.0	Soja	normal	1	5	1135.0	960.0	1635.0	715.0	1360.0	780.0	380.0	650.0	330.0	1005.0	0.0	0.0	1000.0	1000.0	127.53000000000011							"alegria
"
85	venda	EmpFert	AgAT1	2.0	Premium	baixo	1	5	1135.0	960.0	1635.0	770.0	1360.0	780.0	380.0	665.0	330.0	1005.0	0.0	0.0	1000.0	1000.0	129.05000000000013							"alegria
"
86	venda	EmpAgro	AgAT1	2.0	Super premium	normal	1	5	1135.0	960.0	1635.0	870.0	1360.0	780.0	410.0	665.0	330.0	1005.0	0.0	0.0	1000.0	1000.0	131.76000000000013							"alegria
"
87	venda	EmpSem|FiscalAT	AgAT1	3.0	Soja	baixo	1	5	1135.0	960.0	1635.0	855.0	1360.0	780.0	410.0	665.0	330.0	1030.0	0.0	0.0	1000.0	1000.0	132.09000000000015							"alegria
"
88	venda	EmpFert	AgAT1	3.0	Premium	normal	1	5	1135.0	960.0	1635.0	905.0	1360.0	780.0	410.0	685.0	330.0	1030.0	0.0	0.0	1000.0	1000.0	133.61000000000016							"alegria
"
89	venda	EmpAgro	AgAT1	3.0	Super premium	normal	1	5	1135.0	960.0	1635.0	1005.0	1360.0	780.0	440.0	685.0	330.0	1030.0	0.0	0.0	1000.0	1000.0	136.32000000000016							"alegria
"
90	venda	EmpSem|FiscalAT	AgAT1	4.0	Soja	baixo	1	5	1135.0	960.0	1635.0	990.0	1360.0	780.0	440.0	685.0	330.0	1055.0	0.0	0.0	1000.0	1000.0	136.65000000000018							"alegria
"
91	venda	EmpFert	AgAT1	4.0	Premium	normal	1	5	1135.0	960.0	1635.0	1040.0	1360.0	780.0	440.0	705.0	330.0	1055.0	0.0	0.0	1000.0	1000.0	138.1700000000002							"alegria
"
92	venda	EmpAgro	AgAT1	4.0	Super premium	baixo	1	5	1135.0	960.0	1635.0	1145.0	1360.0	780.0	465.0	705.0	330.0	1055.0	0.0	0.0	1000.0	1000.0	140.8800000000002							"alegria
"
93	venda	EmpSem|FiscalAT	AgAT1	5.0	Soja	baixo	1	5	1135.0	960.0	1635.0	1130.0	1360.0	780.0	465.0	705.0	330.0	1080.0	0.0	0.0	1000.0	1000.0	141.2100000000002							"alegria
"
94	venda	EmpFert	AgAT1	5.0	Premium	normal	1	5	1135.0	960.0	1635.0	1180.0	1360.0	780.0	465.0	725.0	330.0	1080.0	0.0	0.0	1000.0	1000.0	142.73000000000022							"alegria
"
95	venda	EmpAgro	AgAT1	5.0	Super premium	baixo	1	5	1135.0	960.0	1635.0	1285.0	1360.0	780.0	490.0	725.0	330.0	1080.0	0.0	0.0	1000.0	1000.0	145.44000000000023							"alegria
"
96	venda	EmpSem|FiscalAT	AgAT1	6.0	Soja	baixo	1	5	1135.0	960.0	1635.0	1270.0	1360.0	780.0	490.0	725.0	330.0	1105.0	0.0	0.0	1000.0	1000.0	145.77000000000024							"alegria
"
97	venda	EmpFert	AgAT1	6.0	Premium	normal	1	5	1135.0	960.0	1635.0	1320.0	1360.0	780.0	490.0	745.0	330.0	1105.0	0.0	0.0	1000.0	1000.0	147.29000000000025							"alegria
"
98	venda	EmpAgro	AgAT1	6.0	Super premium	baixo	1	5	1135.0	960.0	1635.0	1425.0	1360.0	780.0	515.0	745.0	330.0	1105.0	0.0	0.0	1000.0	1000.0	150.00000000000026							"alegria
"
0	tratamento	AgCD2|PrefeitoCD					1	5	1135.0	960.0	1635.0	1425.0	1360.0	780.0	515.0	745.0	330.0	1105.0	0.0	0.0	1000.0	69.99999999999977	142.50000000000026				Agua			
1	tratamento	AgCD2|PrefeitoCD					1	5	1135.0	960.0	1635.0	1425.0	1360.0	780.0	515.0	745.0	330.0	1105.0	0.0	0.0	1000.0	-1652.5000000000005	128.25000000000023				Lixo			
2	tratamento	AgCD2|PrefeitoCD					1	5	1135.0	960.0	1635.0	1425.0	1360.0	780.0	515.0	745.0	330.0	1105.0	0.0	0.0	1000.0	-4160.75	109.01250000000017				Esgoto			
3	tratamento	EmpMaq|PrefeitoAT					1	5	1135.0	960.0	1635.0	1425.0	1360.0	780.0	515.0	745.0	330.0	1105.0	0.0	0.0	110.98749999999984	-4160.75	103.56187500000016				Agua			
4	tratamento	EmpMaq|PrefeitoAT					1	5	1135.0	960.0	1635.0	1425.0	1360.0	780.0	515.0	745.0	330.0	1105.0	0.0	0.0	-1572.5743750000001	-4160.75	93.20568750000014				Lixo			
0	imposto	EmpMaq|PrefeitoAT	EmpSem|FiscalAT				1	5	1135.0	960.0	1635.0	1425.0	1360.0	780.0	515.0	745.0	330.0	812.5	0.0	0.0	-1280.0743750000001	-4160.75	93.20568750000014							
1	imposto	AgCD2|PrefeitoCD	EmpFert				1	5	1135.0	960.0	1635.0	1425.0	1360.0	780.0	515.0	735.0	330.0	812.5	0.0	0.0	-1280.0743750000001	-4150.75	93.20568750000014							
2	imposto	EmpMaq|PrefeitoAT	EmpMaq|PrefeitoAT				1	5	1135.0	960.0	1635.0	1425.0	1360.0	780.0	515.0	735.0	320.0	812.5	0.0	0.0	-1270.0743750000001	-4150.75	93.20568750000014							
3	imposto	AgCD2|PrefeitoCD	EmpAgro				1	5	1135.0	960.0	1635.0	1425.0	1360.0	780.0	128.0	735.0	320.0	812.5	0.0	0.0	-1270.0743750000001	-3763.75	93.20568750000014							
4	imposto	EmpMaq|PrefeitoAT	AgAT1				1	5	1135.0	960.0	1635.0	1155.0	1360.0	780.0	128.0	735.0	320.0	812.5	0.0	0.0	-1000.0743750000001	-3763.75	93.20568750000014							
5	imposto	AgCD2|PrefeitoCD	AgCD1|VereadorCD				1	5	937.0	960.0	1635.0	1155.0	1360.0	780.0	128.0	735.0	320.0	812.5	0.0	0.0	-1000.0743750000001	-3565.75	93.20568750000014							
6	imposto	EmpMaq|PrefeitoAT	AgAT2|VereadorAT				1	5	937.0	960.0	1635.0	1155.0	1090.0	780.0	128.0	735.0	320.0	812.5	0.0	0.0	-730.0743750000001	-3565.75	93.20568750000014							
7	imposto	AgCD2|PrefeitoCD	AgCD2|PrefeitoCD				1	5	937.0	834.0	1635.0	1155.0	1090.0	780.0	128.0	735.0	320.0	812.5	0.0	0.0	-730.0743750000001	-3439.75	93.20568750000014							
8	imposto	EmpMaq|PrefeitoAT	AgAT3				1	5	937.0	834.0	1635.0	1155.0	1090.0	672.0	128.0	735.0	320.0	812.5	0.0	0.0	-622.0743750000001	-3439.75	93.20568750000014							
9	imposto	AgCD2|PrefeitoCD	AgCD3|FiscalCD				1	5	937.0	834.0	1293.0	1155.0	1090.0	672.0	128.0	735.0	320.0	812.5	0.0	0.0	-622.0743750000001	-3097.75	93.20568750000014							
0	multa	EmpSem|FiscalAT	AgAT1				1	5	937.0	834.0	1293.0	255.0	1090.0	672.0	128.0	735.0	320.0	812.5	0.0	0.0	-622.0743750000001	-2197.75	93.20568750000014							
1	multa	EmpSem|FiscalAT	AgAT2|VereadorAT				1	5	937.0	834.0	1293.0	255.0	190.0	672.0	128.0	735.0	320.0	812.5	0.0	0.0	-622.0743750000001	-1297.75	93.20568750000014							
2	multa	AgCD3|FiscalCD	AgCD2|PrefeitoCD				1	5	937.0	734.0	1293.0	255.0	190.0	672.0	128.0	735.0	320.0	812.5	0.0	0.0	-622.0743750000001	-1197.75	93.20568750000014							
